city, county, latitude, longitude
West Vienna, Johnson, 372543N, 0885810W
Johnsonville, Vermilion, 401238N, 0874011W
West York, Crawford, 391016N, 0874025W
Johnsonville, Wayne, 383120N, 0883213W
Westchester, Cook, 415102N, 0875255W
Johnston City, Williamson, 374914N, 0885539W
Western Springs, Cook, 414835N, 0875402W
Johnstown, Cumberland, 392148N, 0881713W
Westervelt, Shelby, 392844N, 0885142W
Joliet, Will, 413130N, 0880454W
Westfield, Clark, 392723N, 0875946W
Jones, Coles, 392709N, 0882009W
Westfield Corners, Winnebago, 421230N, 0891351W
Jones Ridge, Jackson, 374801N, 0893731W
Westhaven, Cook, 413507N, 0875035W
Jonesboro, Union, 372706N, 0891605W
Westmont, Du Page, 414745N, 0875832W
Jonesville, La Salle, 411841N, 0890417W
Weston, Mclean, 404450N, 0883719W
Joppa, Massac, 371223N, 0885041W
Westport, Lawrence, 384108N, 0873223W
Joppa Junction, Johnson, 371947N, 0890153W
Westport, Lawrence, 384938N, 0874535W
Joslin, Rock Island, 413326N, 0901319W
Westview, St Clair, 383213N, 0900606W
Joy, Mercer, 411148N, 0905249W
Westville, Vermilion, 400232N, 0873819W
Joy Prairie, Morgan, 394712N, 0901753W
Wetaug, Pulaski, 371926N, 0891000W
Jules, Cass, 395805N, 0901537W
Wetzel, Edgar, 394222N, 0874222W
Julien Hill, Pope, 372830N, 0882843W
Wheaton, Du Page, 415158N, 0880625W
Junction, Gallatin, 374324N, 0881412W
Wheeler, Jasper, 390248N, 0881859W
Junction City, Marion, 383449N, 0890740W
Wheeling, Cook, 420821N, 0875544W
Justice, Cook, 414440N, 0875016W
Whitaker, Kankakee, 411505N, 0874340W
Kahm, Greene, 391940N, 0901539W
White Ash, Williamson, 374722N, 0885529W
Kampsville, Calhoun, 391752N, 0903632W
White City, Macoupin, 390353N, 0894548W
Kane, Greene, 391124N, 0902113W
White City, Mason, 400618N, 0900627W
Kaneville, Kane, 415007N, 0883119W
White Hall, Greene, 392613N, 0902411W
Kangly, La Salle, 410845N, 0885225W
White Heath, Piatt, 400510N, 0883046W
Kankakee, Kankakee, 410712N, 0875140W
White Hill (Chasco), Johnson, 371909N, 0890117W
Kansas, Edgar, 393310N, 0875622W
White Oak, Montgomery, 393035N, 0893416W
Kaolin, Union, 373042N, 0891800W
White Pigeon, Whiteside, 415325N, 0895328W
Kappa, Woodford, 404033N, 0890028W
White Rock, Ogle, 420211N, 0890802W
Karbers Ridge, Hardin, 373447N, 0882000W
Whitefield, Bureau, 410855N, 0893017W
Karnak, Pulaski, 371737N, 0885831W
Whitefield, Marshall, 410855N, 0893017W
Kasbeer, Bureau, 413018N, 0892748W
Whittington, Franklin, 380521N, 0885410W
Kaser, Greene, 391758N, 0902751W
Whitton, Jo Daviess, 421333N, 0901830W
Kaskaskia, Randolph, 375517N, 0895447W
Wichert, Kankakee, 410326N, 0874215W
Kaufman, Madison, 385145N, 0894638W
Wilbern, Marshall, 405648N, 0891925W
Kedron, Gallatin, 373956N, 0882029W
Wilbur Heights, Champaign, 400833N, 0881408W
Kedron, Henry, 412806N, 0895235W
Wilderman, St Clair, 382825N, 0895621W
Keenes, Wayne, 382017N, 0883835W
Wildwood, Lake, 422034N, 0875953W
Keenesville, Wayne, 382408N, 0883853W
Wilkinson, De Kalb, 420024N, 0884658W
Keeneyville, Du Page, 415803N, 0880713W
Willard, Alexander, 370511N, 0892108W
Keensburg, Wabash, 382102N, 0875207W
Willard Landing, Union, 372719N, 0892703W
Kegley, Franklin, 375434N, 0884435W
Willeys, Christian, 393549N, 0891400W
Keithsburg, Mercer, 410558N, 0905633W
Williams Park, Lake, 421515N, 0881100W
Kell, Marion, 382928N, 0885423W
Williamsburg, Jefferson, 381340N, 0890331W
Keller, Peoria, 404541N, 0893550W
Williamsburg, Moultrie, 394303N, 0883419W
Kellerville, Adams, 395552N, 0905604W
Williamsburg Hill, Shelby, 391801N, 0885605W
Kellogg, Randolph, 380057N, 0900316W
Williamsfield, Knox, 405521N, 0900052W
Kellyville, Vermilion, 400321N, 0873821W
Williamson, Madison, 385908N, 0894550W
Kelsey, Mason, 401437N, 0900237W
Williamsville, Sangamon, 395715N, 0893255W
Kemp, Douglas, 394144N, 0881107W
Willisville, Perry, 375902N, 0893522W
Kemper, Jersey, 391258N, 0900952W
Willisville, Randolph, 375902N, 0893522W
Kemper Landing, Monroe, 380943N, 0901630W
Willow, Jo Daviess, 421641N, 0895659W
Kempside, Washington, 381902N, 0892536W
Willow Bar Landing, Calhoun, 390644N, 0904048W
Kempton, Ford, 405608N, 0881414W
Willow Hill, Jasper, 385945N, 0880121W
Kenilworth, Cook, 420509N, 0874303W
Willow Springs, Cook, 414427N, 0875137W
Kennedy, Lake, 421433N, 0875217W
Willowbrook, Du Page, 414452N, 0875607W
Kenner, Clay, 383845N, 0883405W
Willowbrook, Du Page, 414611N, 0875609W
Kenney, De Witt, 400548N, 0890509W
Wilmette, Cook, 420420N, 0874322W
Kensington, Cook, 414041N, 0873626W
Wilmington, Will, 411828N, 0880848W
Kent, Stephenson, 421831N, 0895407W
Wilsman, La Salle, 411016N, 0885555W
Kentland, Kendall, 413247N, 0882602W
Wilson, Lake, 422220N, 0880823W
Kentucky, Edgar, 393536N, 0873640W
Wilson, Lake, 422048N, 0875422W
Kenwood, Champaign, 400622N, 0881740W
Wilson Ford, Pike, 395022N, 0905152W
Keptown, Effingham, 390444N, 0884011W
Wilson Heights, Madison, 384246N, 0895601W
Kernan, La Salle, 410834N, 0884423W
Wilson Landing, Calhoun, 390135N, 0904131W
Kerrick, Mclean, 403311N, 0885915W
Wilsonville, Macoupin, 390415N, 0895122W
Kewanee, Henry, 411444N, 0895529W
Wilton, Will, 412246N, 0875603W
Keyesport, Bond, 384431N, 0891625W
Wilton Center, Will, 412105N, 0875735W
Keyesport, Clinton, 384431N, 0891625W
Winchester, Scott, 393747N, 0902722W
Keyesport Landing, Bond, 384524N, 0891622W
Windsor, Shelby, 392627N, 0883541W
Keys, Sangamon, 394648N, 0893423W
Wine Hill, Randolph, 375656N, 0894028W
Kibbie, Crawford, 390411N, 0875617W
Winfield, Du Page, 415142N, 0880939W
Kickapoo, Peoria, 404724N, 0894504W
Wing, Livingston, 404910N, 0882404W
Kickapoo, Peoria, 404018N, 0893916W
Winkel, Tazewell, 402056N, 0893753W
Kidd, Monroe, 380702N, 0901022W
Winkle, Perry, 380900N, 0892919W
Kidley, Edgar, 394442N, 0873229W
Winnebago, Winnebago, 421558N, 0891428W
Kilbourne, Mason, 400907N, 0900036W
Winneberger, Calhoun, 385247N, 0903507W
Kildeer, Lake, 421014N, 0880252W
Winneshiek, Stephenson, 422040N, 0893138W
Kincaid, Christian, 393519N, 0892452W
Winnetka, Cook, 420629N, 0874409W
Kinderhook, Pike, 394208N, 0910911W
Winslow, Stephenson, 422933N, 0894732W
King, Greene, 391351N, 0903444W
Winston, Jo Daviess, 422004N, 0902149W
Kingdom, Lee, 415337N, 0892337W
Winterrowd, Effingham, 385627N, 0882230W
Kingman, Shelby, 391801N, 0883335W
Winthrop Harbor, Lake, 422844N, 0874925W
Kings, Coles, 394045N, 0875907W
Winthrop Harbor Station, Lake, 422844N, 0875042W
Kings, Ogle, 420015N, 0890621W
Witt, Montgomery, 391523N, 0892053W
Kings Island, Lake, 422303N, 0881051W
Woburn, Bond, 385731N, 0892047W
Kingston, Adams, 394900N, 0910140W
Wolf Creek, Williamson, 373736N, 0890310W
Kingston, De Kalb, 420559N, 0884532W
Wolf Lake, Mason, 400512N, 0900843W
Kingston Mines, Peoria, 403330N, 0894629W
Wolf Lake, Union, 373015N, 0892618W
Kinmundy, Marion, 384624N, 0885048W
Wolfs, Kendall, 414145N, 0881539W
Kinsman, Grundy, 411123N, 0883410W
Wolfs, Will, 414145N, 0881539W
Kirkland, De Kalb, 420533N, 0885104W
Womac, Macoupin, 391617N, 0894717W
Kirksville, Moultrie, 393414N, 0884006W
Wonder Lake, McHenry, 422336N, 0882025W
Kirkwood, Warren, 405157N, 0904454W
Wood Dale, Du Page, 415748N, 0875844W
Kisch, Cass, 395457N, 0901203W
Wood River, Madison, 385140N, 0900551W
Kise Crossing, Monroe, 382513N, 0901528W
Woodbine, Jo Daviess, 422032N, 0900843W
Kishwaukee, Winnebago, 420954N, 0890900W
Woodburn, Macoupin, 390251N, 0900043W
Kittredge, Carroll, 420759N, 0894644W
Woodbury, Cumberland, 391145N, 0881811W
Klines Corner, Wayne, 382218N, 0881532W
Woodcrest, St Clair, 383516N, 0900307W
Klondike, Alexander, 370346N, 0891354W
Woodford, Woodford, 405048N, 0890141W
Klondike, Lake, 422527N, 0880857W
Woodhull, Henry, 411044N, 0901857W
Knapp, Sangamon, 394253N, 0894900W
Woodland, Iroquois, 404252N, 0874352W
Knob Hill, Kendall, 413603N, 0882950W
Woodland, Kankakee, 410944N, 0873257W
Knollwood, Lake, 421710N, 0875308W
Woodland Addition, La Salle, 411757N, 0885000W
Knox, Knox, 405603N, 0901517W
Woodland Hills, Kane, 415058N, 0881653W
Knoxville, Knox, 405430N, 0901705W
Woodland Junction, Iroquois, 404150N, 0874351W
Kramm, Peoria, 404529N, 0894655W
Woodlawn, Jefferson, 381948N, 0890157W
Kritesville, Calhoun, 390557N, 0903951W
Woodridge, Du Page, 414449N, 0880301W
Kuhn, Madison, 384655N, 0895235W
Woodridge, Lake, 420910N, 0874833W
Kumler, Mclean, 401759N, 0883441W
Woodruff Corners, Stephenson, 421639N, 0892536W
L'Erable, Iroquois, 405412N, 0875049W
Woodside, Sangamon, 394312N, 0894044W
La Clede, Fayette, 385247N, 0884255W
Woodson, Morgan, 393744N, 0901308W
La Crosse, Hancock, 403144N, 0910122W
Woodstock, McHenry, 421853N, 0882655W
La Fox, Kane, 415311N, 0882432W
Woodvale, Warren, 410126N, 0903839W
La Grange, Brown, 395650N, 0903214W
Woodville, Adams, 401118N, 0911058W
La Grange, Cook, 414818N, 0875209W
Woodworth, Iroquois, 403935N, 0875045W
La Grange Park, Cook, 415005N, 0875142W
Woody, Greene, 391549N, 0902906W
La Harpe, Hancock, 403500N, 0905809W
Woodyard, Edgar, 395156N, 0873922W
La Rue, Union, 373244N, 0892713W
Woosung, Lee, 415412N, 0893227W
Lace, Du Page, 414507N, 0875803W
Woosung, Ogle, 415412N, 0893227W
Lacon, Marshall, 410129N, 0892440W
Worden, Madison, 385553N, 0895020W
Ladd, Bureau, 412257N, 0891308W
Worth, Cook, 414123N, 0874750W
Lafayette, Stark, 410629N, 0895817W
Wrights, Greene, 392233N, 0901739W
LaHogue, Ford, 404548N, 0880517W
Wrights Corner, Fayette, 390746N, 0885159W
Lake Barrington, Lake, 421245N, 0880909W
Wyanet, Bureau, 412155N, 0893502W
Lake Bluff, Lake, 421644N, 0875003W
Wyckles, Macon, 395111N, 0890144W
Lake City, Moultrie, 394516N, 0884312W
Wyckles Corners, Macon, 395038N, 0890144W
Lake Corner, Lake, 421419N, 0880642W
Wynoose, Richland, 383555N, 0881319W
Lake Creek, Franklin, 375234N, 0890137W
Wynoose, Wayne, 383555N, 0881319W
Lake Forest, Lake, 421531N, 0875026W
Wyoming, Stark, 410342N, 0894623W
Lake Forest, Lake, 421240N, 0875312W
Wyton, Vermilion, 400746N, 0873836W
Lake Fork, Logan, 395814N, 0892100W
Xenia, Clay, 383809N, 0883805W
Lake in the Hills, McHenry, 421054N, 0881949W
Yale, Jasper, 390711N, 0880129W
Lake Summerset, Winnebago, 422716N, 0892322W
Yantisville, Shelby, 393211N, 0885300W
Lake Villa, Lake, 422501N, 0880426W
Yates City, Knox, 404643N, 0900053W
Lake Zurich, Lake, 421149N, 0880536W
Yatesville, Morgan, 395045N, 0900337W
Lakemoor, Lake, 421943N, 0881156W
Yeager, Kankakee, 411228N, 0874208W
Lakemoor, McHenry, 421943N, 0881156W
Yellow Banks, Henderson, 404349N, 0910452W
Lakeview, Madison, 384256N, 0895640W
Yeomans, Morgan, 393902N, 0900227W
Lakeview, Madison, 384756N, 0900458W
Yeoward Addition, Whiteside, 414529N, 0893938W
Lakewood, Du Page, 415500N, 0881151W
York, Clark, 391017N, 0873821W
Lakewood, McHenry, 421345N, 0882118W
York Center, Du Page, 415125N, 0875916W
Lakewood, Mason, 401450N, 0900506W
Yorktown, Bureau, 413411N, 0895100W
Lakewood, Shelby, 391930N, 0885358W
Yorkville, Kendall, 413828N, 0882650W
Lakewood Shores, Will, 411654N, 0880841W
Youngsdale, Kane, 415926N, 0882026W
Lamb, Hardin, 373154N, 0880729W
Youngstown, Warren, 403938N, 0903702W
LaMoille, Bureau, 413154N, 0891647W
Yuton, Mclean, 403200N, 0890337W
Lanark, Carroll, 420608N, 0895000W
Zanesville, Montgomery, 391920N, 0893911W
Lancaster, Peoria, 403449N, 0895014W
Zearing, Bureau, 412644N, 0891902W
Lancaster, Wabash, 383252N, 0875155W
Zeigler, Franklin, 375358N, 0890307W
Landes, Crawford, 385153N, 0875321W
Zenith, Wayne, 383255N, 0883721W
Lane, De Witt, 400721N, 0885120W
Zenobia, Christian, 393143N, 0893201W
Lanesville, Sangamon, 395109N, 0892056W
Zenobia, Sangamon, 393143N, 0893201W
Langham, Grundy, 411748N, 0883204W
Zier Cors, Carroll, 420914N, 0894925W
Langley, Bureau, 412209N, 0894117W
Zion, Lake, 422646N, 0874958W
